,Số báo danh,Toán,Văn,Lý,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ,Tên ngoại ngữ
5254,64005274,3.4,5.5,,,,4.25,4.5,6.25,2.6,N1,Tiếng Anh
5255,64005275,,6.5,,,,6.25,5.75,8.5,,N1,Tiếng Anh
5256,64005276,5.6,6.25,4.75,6.75,4.25,,,,3.4,N1,Tiếng Anh
5257,64005277,4.2,7.75,,,,3.5,5.75,7.25,3.6,N1,Tiếng Anh
5258,64005278,6.4,,4.25,5.75,5.75,,,,6.6,N1,Tiếng Anh
5259,64005279,4.4,6.75,,,,3.75,4.25,5.25,4.4,N1,Tiếng Anh
5260,64005280,4.4,7.25,,,,5.25,,8.25,3.8,N1,Tiếng Anh
5261,64005281,4.2,,,,,5.25,5.75,,3.2,N1,Tiếng Anh
5262,64005282,5.8,,,,,6.5,6.25,8.5,5.8,N1,Tiếng Anh
5263,64005283,,8.75,7.25,,7.25,,,,6.8,N1,Tiếng Anh
5264,64005284,6.2,6.75,7.25,,5.75,,,,4.4,N1,Tiếng Anh
5265,64005285,3.8,5.75,,,,,4.5,6.5,3.4,N1,Tiếng Anh
5266,64005286,,7.25,6.25,5.5,,,,,6.2,N1,Tiếng Anh
5267,64005287,7.2,5.25,,,,4.5,6.75,,4.4,N1,Tiếng Anh
5268,64005288,,7.25,,,,,,,,N1,Tiếng Anh
5269,64005289,5.4,6.75,,,,7.25,,7.5,,N1,Tiếng Anh
5270,64005290,3.4,7.5,,,,6.25,5.25,8.75,4.4,N1,Tiếng Anh
5271,64005291,6.4,6.5,,,,5.5,,9.25,3.2,N1,Tiếng Anh
5272,64005292,,7.25,,,,,5.5,7.25,3.4,N1,Tiếng Anh
5273,64005293,7.6,8.75,,,,,7.25,9.25,2.4,N1,Tiếng Anh
5274,64005294,,,,,,6.75,6.75,,3.2,N1,Tiếng Anh
5275,64005295,,7.25,,,,5.75,5.75,9.25,3.8,N1,Tiếng Anh
5276,64005296,3.8,,,,,,,7.75,2.4,N1,Tiếng Anh
5277,64005297,6.8,6.25,4.75,7.25,4.5,,,,2.6,N1,Tiếng Anh
5278,64005298,4.8,6.75,4.5,4.75,4.25,,,,3.4,N1,Tiếng Anh
5279,64005299,4.6,5.75,,,,,6.5,7.5,3.6,N1,Tiếng Anh
5280,64005300,6.8,7.25,4.25,6.75,,,,,,N1,Tiếng Anh
5281,64005301,5.8,6.5,,,,6.5,7.25,8.5,3.6,N1,Tiếng Anh
5282,64005302,6.4,6.75,,,,4.5,,6.75,3.2,N1,Tiếng Anh
5283,64005303,5.2,7.25,,,,4.25,3.5,,3.6,N1,Tiếng Anh
5284,64005304,4.6,6.5,,,,6.5,4.25,6.75,,N1,Tiếng Anh
5285,64005305,4.2,7.5,,,,6.25,7.5,8.25,4.6,N1,Tiếng Anh
5286,64005306,6.6,7.25,,,,,,9.75,6.4,N1,Tiếng Anh
5287,64005307,,,,4.75,5.5,,,,4.2,N1,Tiếng Anh
5288,64005308,5.8,6.5,,,,4.75,6.75,8.75,3.8,N1,Tiếng Anh
5289,64005309,7.2,6.75,7.25,6.25,6.25,,,,6.2,N1,Tiếng Anh
5290,64005310,,,,5.5,,,,,7.4,N1,Tiếng Anh
5291,64005311,,6.5,,,,,5.5,7.75,4.6,N1,Tiếng Anh
5292,64005312,6.2,5.25,4.5,5.75,,,,,3.8,N1,Tiếng Anh
5293,64005313,7.2,8.25,,,,,,9.75,4.2,N1,Tiếng Anh
5294,64005314,4.2,7.25,,,,4.25,6.5,7.5,3.4,N1,Tiếng Anh
5295,64005315,7.6,5.5,,,,,5.75,,5.6,N1,Tiếng Anh
5296,64005316,7.4,,,,,,,9.75,5.6,N1,Tiếng Anh
5297,64005317,3.8,7.25,,,,3.75,,6.5,2.4,N1,Tiếng Anh
5298,64005318,2.6,,,,,4.5,3.75,5.25,,N1,Tiếng Anh
5299,64005319,6.6,,,,,5.5,6.25,,3.8,N1,Tiếng Anh
5300,64005320,4.6,,5.75,4.5,,,,,2.8,N1,Tiếng Anh
5301,64005321,4.6,,,,,,7.75,8.75,3.8,N1,Tiếng Anh
5302,64005322,7.8,,8.25,8.75,,,,,4.6,N1,Tiếng Anh
5303,64005323,,7.75,5.5,6.25,7.75,,,,4.8,N1,Tiếng Anh
5304,64005324,6.6,7.5,,,,5.5,6.25,9.25,4.4,N1,Tiếng Anh
5305,64005325,5.8,6.75,,,,,6.25,,2.6,N1,Tiếng Anh
5306,64005326,5.8,7.5,,,,5.5,5.75,,,N1,Tiếng Anh
5307,64005327,3.6,,,,,4.5,5.25,7.25,2.8,N1,Tiếng Anh
5308,64005328,,,,,,2.75,5.25,4.25,2.2,N1,Tiếng Anh
5309,64005329,5.8,7.5,5.25,6.5,5.75,,,,,N1,Tiếng Anh
5310,64005330,,,,,,4.75,,7.75,,N1,Tiếng Anh
5311,64005331,6.8,6.75,5.5,5.25,6.5,,,,3.4,N1,Tiếng Anh
5312,64005332,,,,,,6.5,5.75,,5.2,N1,Tiếng Anh
5313,64005333,5.8,7.75,,,,5.25,5.75,8.5,3.8,N1,Tiếng Anh
5314,64005334,,6.75,,,,,5.75,8.5,3.8,N1,Tiếng Anh
5315,64005335,,,6.25,4.25,6.5,,,,,N1,Tiếng Anh
5316,64005336,7.4,,6.75,7.5,6.75,,,,6.6,N1,Tiếng Anh
5317,64005337,5.8,5.5,,,,4.75,6.5,7.25,2.4,N1,Tiếng Anh
5318,64005338,6.8,6.5,,,,6.25,,8.5,3.6,N1,Tiếng Anh
5319,64005339,5.4,6.5,,,,,4.75,8.5,4.2,N1,Tiếng Anh
5320,64005340,4.6,,,,,8.25,6.25,7.75,2.8,N1,Tiếng Anh
5321,64005341,5.8,6.25,4.75,4.5,4.75,,,,4.4,N1,Tiếng Anh
5322,64005342,7.6,7.75,,,8.5,,,,5.4,N1,Tiếng Anh
5323,64005343,7.6,6.5,5.25,6.25,7.5,,,,5.2,N1,Tiếng Anh
5324,64005344,6.8,6.25,4.75,6.75,,,,,5.6,N1,Tiếng Anh
5325,64005345,6.4,6.25,,,,7.25,5.75,8.75,,N1,Tiếng Anh
5326,64005346,3.6,5.75,3.5,2.75,4.75,,,,,N1,Tiếng Anh
5327,64005347,7.6,7.75,,,,8.25,6.75,9.75,5.6,N1,Tiếng Anh
5328,64005348,5.2,,5.25,,,,,,3.8,N1,Tiếng Anh
5329,64005349,3.4,7.25,,,,5.5,4.5,8.75,3.6,N1,Tiếng Anh
5330,64005350,4.6,5.75,,,,5.25,5.5,7.75,4.6,N1,Tiếng Anh
5331,64005351,5.6,,,,,,,8.75,3.8,N1,Tiếng Anh
5332,64005352,5.4,6.75,,,,6.75,5.75,6.75,2.4,N1,Tiếng Anh
5333,64005353,4.6,6.75,,,,3.5,4.75,5.5,,N1,Tiếng Anh
5334,64005354,6.2,,,,,8.25,,,3.6,N1,Tiếng Anh
5335,64005355,,5.75,,,,,4.75,6.5,2.2,N1,Tiếng Anh
5336,64005356,7.2,6.5,,5.5,,,,,4.8,N1,Tiếng Anh
5337,64005357,4.8,,,,,5.5,5.25,7.75,2.2,N1,Tiếng Anh
5338,64005358,5.4,4.5,,,,3.75,5.75,,3.2,N1,Tiếng Anh
5339,64005359,,5.25,,,,,5.5,7.75,2.4,N1,Tiếng Anh
5340,64005360,3.4,7.5,2.5,3.75,4.5,,,,,N1,Tiếng Anh
5341,64005361,,7.75,,,,,,,6.6,N1,Tiếng Anh
5342,64005362,6.6,,,,,7.5,6.25,8.75,4.6,N1,Tiếng Anh
5343,64005363,5.4,,,,,6.25,5.75,,3.2,N1,Tiếng Anh
5344,64005364,,6.5,,,,,,8.5,3.4,N1,Tiếng Anh
5345,64005365,6.4,7.5,,,,,6.75,8.25,2.2,N1,Tiếng Anh
5346,64005366,7.6,5.25,5.75,,,,,,5.2,N1,Tiếng Anh
5347,64005367,3.8,,,,,6.25,5.5,8.25,3.6,N1,Tiếng Anh
5348,64005368,6.4,,,,,4.5,4.75,8.25,3.2,N1,Tiếng Anh
5349,64005369,5.6,6.75,,,,5.5,5.5,8.5,3.4,N1,Tiếng Anh
5350,64005370,8.4,5.5,7.5,,7.5,,,,6.2,N1,Tiếng Anh
5351,64005371,,,,,,6.75,4.25,7.25,3.6,N1,Tiếng Anh
5352,64005372,4.4,6.25,,,,6.25,6.75,7.75,3.4,N1,Tiếng Anh
5353,64005373,2.6,,,,,4.75,,4.5,3.2,N1,Tiếng Anh
5354,64005374,5.4,6.5,,,,5.75,6.5,9.25,,N1,Tiếng Anh
5355,64005375,6.2,,,6.75,,,,,5.6,N1,Tiếng Anh
5356,64005376,,7.25,,,,6.75,4.75,7.75,2.8,N1,Tiếng Anh
5357,64005377,7.8,6.5,7.75,7.5,7.75,,,,,N1,Tiếng Anh
5358,64005378,,,,,,,6.5,7.5,4.2,N1,Tiếng Anh
5359,64005379,4.8,6.75,,,,4.75,4.75,,2.4,N1,Tiếng Anh
5360,64005380,3.8,6.25,,,,4.25,,,,N1,Tiếng Anh
5361,64005381,5.8,6.5,6.5,,6.5,,,,4.2,N1,Tiếng Anh
5362,64005382,5.6,6.5,4.25,4.5,6.25,,,,4.6,N1,Tiếng Anh
5363,64005383,4.6,,,,,5.5,6.5,,2.6,N1,Tiếng Anh
5364,64005384,,6.5,,,,6.75,5.25,8.25,4.6,N1,Tiếng Anh
5365,64005385,,7.25,,,,7.5,,,,N1,Tiếng Anh
5366,64005386,6.4,6.75,,,,7.25,7.5,9.5,4.8,N1,Tiếng Anh
5367,64005387,2.8,7.25,,,,4.5,5.75,,,N1,Tiếng Anh
5368,64005388,6.8,7.25,,,,7.75,5.5,,4.6,N1,Tiếng Anh
5369,64005389,5.2,6.5,,,,,,8.5,3.4,N1,Tiếng Anh
5370,64005390,6.4,7.25,,5.5,7.5,,,,5.4,N1,Tiếng Anh
5371,64005391,3.6,6.5,,,,6.5,6.75,,2.8,N1,Tiếng Anh
5372,64005392,2.2,6.25,,,,3.5,,6.5,,N1,Tiếng Anh
5373,64005393,6.8,7.25,,,,6.75,6.75,8.75,3.8,N1,Tiếng Anh
5374,64005394,3.8,,,,,5.5,4.75,7.5,2.8,N1,Tiếng Anh
5375,64005395,,5.5,,,,3.75,5.5,6.25,2.8,N1,Tiếng Anh
5376,64005396,,6.25,,,,5.5,5.5,8.5,3.6,N1,Tiếng Anh
5377,64005397,2.6,6.75,,,,2.5,,,3.8,N1,Tiếng Anh
5378,64005398,,7.75,,,,6.75,5.25,7.5,5.8,N1,Tiếng Anh
5379,64005399,3.8,,,,,7.75,6.5,8.75,,N1,Tiếng Anh
5380,64005400,7.2,8.25,,,,8.25,7.25,8.75,5.2,N1,Tiếng Anh
5381,64005401,6.8,7.75,6.5,5.5,6.5,,,,4.6,N1,Tiếng Anh
5382,64005402,,,,,,4.5,5.5,6.75,3.4,N1,Tiếng Anh
5383,64005403,6.6,6.75,,,,6.25,6.5,8.25,4.6,N1,Tiếng Anh
5384,64005404,6.2,7.25,,,,4.5,5.75,8.5,5.8,N1,Tiếng Anh
5385,64005405,6.6,6.5,,,,4.5,,8.5,3.8,N1,Tiếng Anh
5386,64005406,6.4,,,,,3.75,6.75,,,N1,Tiếng Anh
5387,64005407,3.8,6.25,5.5,3.5,5.75,,,,4.4,N1,Tiếng Anh
5388,64005408,4.2,5.75,,,,,4.75,,3.2,N1,Tiếng Anh
5389,64005409,5.4,6.75,,,,8.5,,9.5,6.2,N1,Tiếng Anh
5390,64005410,2.8,,,,,5.75,6.25,7.75,2.4,N1,Tiếng Anh
5391,64005411,6.8,7.25,,,,7.75,6.25,9.5,,N1,Tiếng Anh
5392,64005412,6.6,6.5,,,,5.25,6.25,8.5,3.4,N1,Tiếng Anh
5393,64005413,4.4,6.75,,,,4.5,5.75,7.75,3.2,N1,Tiếng Anh
5394,64005414,5.4,6.75,,,,,,5.5,4.2,N1,Tiếng Anh
5395,64005415,,6.5,,,,5.5,5.5,8.5,,N1,Tiếng Anh
5396,64005416,5.8,6.75,,,,4.25,4.75,,3.8,N1,Tiếng Anh
5397,64005417,,6.75,4.25,3.75,5.75,,,,1.8,N1,Tiếng Anh
5398,64005418,5.2,6.5,5.75,,5.75,,,,4.8,N1,Tiếng Anh
5399,64005419,5.2,5.5,,,,2.25,4.75,6.75,4.4,N1,Tiếng Anh
5400,64005420,7.4,7.75,7.75,6.5,,,,,4.8,N1,Tiếng Anh
5401,64005421,5.6,6.5,,,,5.75,7.25,,,N1,Tiếng Anh
5402,64005422,8.2,7.5,7.75,7.25,7.5,,,,,N1,Tiếng Anh
5403,64005423,5.8,5.5,,,,3.75,4.5,6.75,4.2,N1,Tiếng Anh
5404,64005424,,,,,,4.25,4.75,7.25,3.8,N1,Tiếng Anh
5405,64005425,6.6,6.25,,,,5.75,,,3.6,N1,Tiếng Anh
5406,64005426,4.2,7.75,,,,,7.5,,,N1,Tiếng Anh
5407,64005427,6.6,6.75,3.5,3.5,5.25,,,,4.2,N1,Tiếng Anh
5408,64005428,5.8,,,,,3.75,,8.25,3.6,N1,Tiếng Anh
5409,64005429,5.4,,4.5,7.5,5.75,,,,,N1,Tiếng Anh
5410,64005430,,6.25,6.75,5.75,7.75,,,,3.2,N1,Tiếng Anh
5411,64005431,,7.25,7.25,,,,,,4.4,N1,Tiếng Anh
5412,64005432,6.8,6.75,,,,4.5,5.25,7.5,,N1,Tiếng Anh
5413,64005433,5.2,6.25,,,,4.25,5.75,,4.4,N1,Tiếng Anh
5414,64005434,5.8,6.25,5.5,5.75,5.5,,,,4.2,N1,Tiếng Anh
5415,64005435,4.6,6.75,,,,,6.25,6.5,2.6,N1,Tiếng Anh
5416,64005436,4.6,6.25,,,,5.5,,8.75,6.2,N1,Tiếng Anh
5417,64005437,,6.25,,,,,7.5,,5.4,N1,Tiếng Anh
5418,64005438,3.2,6.25,,,,5.25,4.75,6.25,1.6,N1,Tiếng Anh
5419,64005439,7.6,8.25,,,,6.25,6.5,8.5,3.8,N1,Tiếng Anh
5420,64005440,6.4,6.75,,,,,5.75,8.5,4.8,N1,Tiếng Anh
5421,64005441,6.8,7.25,,,,,6.75,8.75,4.6,N1,Tiếng Anh
5422,64005442,3.4,7.25,,,,,6.75,8.25,4.4,N1,Tiếng Anh
5423,64005443,5.4,8.75,,,,,,8.5,4.8,N1,Tiếng Anh
5424,64005444,6.2,6.5,5.75,5.75,5.75,,,,5.8,N1,Tiếng Anh
5425,64005445,,7.25,5.75,3.75,,,,,4.2,N1,Tiếng Anh
5426,64005446,2.6,,,,,,6.25,7.25,3.8,N1,Tiếng Anh
5427,64005447,4.2,,4.75,3.25,4.75,,,,4.2,N1,Tiếng Anh
5428,64005448,6.4,7.75,,,,7.25,,9.5,5.4,N1,Tiếng Anh
5429,64005449,6.4,7.75,,,,7.25,7.5,,4.8,N1,Tiếng Anh
5430,64005450,4.6,6.5,,,,4.5,,6.25,4.2,N1,Tiếng Anh
5431,64005451,,6.25,2.25,1.75,2.75,,,,,N1,Tiếng Anh
5432,64005452,,7.5,6.25,8.25,7.25,,,,,N1,Tiếng Anh
5433,64005453,5.2,6.75,,,,5.75,7.5,,3.6,N1,Tiếng Anh
5434,64005454,3.2,6.25,,,,3.25,,6.5,,N1,Tiếng Anh
5435,64005455,4.8,,5.5,,6.5,,,,5.4,N1,Tiếng Anh
5436,64005456,2.2,3.75,,,,,,,3.4,N1,Tiếng Anh
5437,64005457,6.8,,,,,7.25,,,2.2,N1,Tiếng Anh
5438,64005458,,,,,,4.75,5.25,7.5,2.4,N1,Tiếng Anh
5439,64005459,6.8,,,,,5.25,5.5,,3.4,N1,Tiếng Anh
5440,64005460,6.8,6.75,,,,6.5,6.75,7.5,3.2,N1,Tiếng Anh
5441,64005461,7.4,7.25,,,,,7.5,,5.4,N1,Tiếng Anh
5442,64005462,7.8,8.25,,,,,5.5,8.5,5.6,N1,Tiếng Anh
5443,64005463,6.6,,4.25,5.5,5.75,,,,5.6,N1,Tiếng Anh
5444,64005464,4.4,,,,,5.75,,,3.6,N1,Tiếng Anh
5445,64005465,4.4,,,,,3.5,5.5,5.75,,N1,Tiếng Anh
5446,64005466,,6.5,6.75,7.75,6.75,,,,4.2,N1,Tiếng Anh
5447,64005467,5.2,6.5,,,,5.25,6.25,7.25,3.8,N1,Tiếng Anh
5448,64005468,5.6,6.25,,,,,,,2.6,N1,Tiếng Anh
5449,64005469,,6.75,,,,,,8.75,,N1,Tiếng Anh
5450,64005470,3.6,6.25,,,,5.5,5.75,5.75,3.2,N1,Tiếng Anh
5451,64005471,4.8,6.5,,,,4.5,4.75,,3.2,N1,Tiếng Anh
5452,64005472,6.6,,5.75,,6.5,,,,,N1,Tiếng Anh
5453,64005473,,6.5,5.25,6.75,6.25,,,,3.4,N1,Tiếng Anh
5454,64005474,6.8,6.75,,,,4.75,,,3.2,N1,Tiếng Anh
5455,64005475,6.6,7.25,3.5,6.25,6.5,,,,,N1,Tiếng Anh
5456,64005476,,6.25,,,,3.25,,,3.8,N1,Tiếng Anh
5457,64005477,4.8,6.5,,,,,,,,N1,Tiếng Anh
5458,64005478,,6.75,,,,4.5,6.25,,3.4,N1,Tiếng Anh
5459,64005479,2.6,,,,,,5.75,7.5,,N1,Tiếng Anh
5460,64005480,,6.25,,3.75,4.75,,,,2.8,N1,Tiếng Anh
5461,64005481,6.6,6.25,7.5,7.75,6.75,,,,5.8,N1,Tiếng Anh
5462,64005482,3.4,,,,,4.5,5.75,7.5,2.2,N1,Tiếng Anh
5463,64005483,4.2,7.5,,,,3.75,5.5,7.75,3.6,N1,Tiếng Anh
5464,64005484,4.8,7.5,,,,,,7.75,,N1,Tiếng Anh
5465,64005485,5.6,,,,,5.25,,7.5,,N1,Tiếng Anh
5466,64005486,6.2,7.5,5.5,6.5,6.25,,,,2.4,N1,Tiếng Anh
5467,64005487,4.2,6.75,4.5,5.25,5.25,,,,2.8,N1,Tiếng Anh
5468,64005488,5.8,,6.75,4.75,7.5,,,,3.4,N1,Tiếng Anh
5469,64005489,3.4,,,,,,6.75,8.75,2.6,N1,Tiếng Anh
5470,64005490,6.4,,6.75,5.5,5.5,,,,3.6,N1,Tiếng Anh
5471,64005491,5.6,5.5,,,,3.25,4.75,,2.4,N1,Tiếng Anh
5472,64005492,7.2,6.25,,,,6.5,6.5,8.5,3.4,N1,Tiếng Anh
5473,64005493,7.4,7.5,6.25,7.25,6.75,,,,,N1,Tiếng Anh
5474,64005494,3.2,6.5,,,,5.25,4.25,7.25,,N1,Tiếng Anh
5475,64005495,,,,,,,,,4.6,N1,Tiếng Anh
5476,64005496,3.6,6.75,,,,,,6.5,3.4,N1,Tiếng Anh
5477,64005497,4.6,6.5,,,,,3.25,7.75,3.2,N1,Tiếng Anh
5478,64005498,5.2,6.25,,,,5.75,6.5,7.5,4.2,N1,Tiếng Anh
5479,64005499,,6.25,,,,,4.5,,2.2,N1,Tiếng Anh
5480,64005500,6.4,6.75,5.75,,,,,,2.2,N1,Tiếng Anh
5481,64005501,4.4,,,,,4.25,4.75,7.75,,N1,Tiếng Anh
5482,64005502,3.6,5.75,,,,4.25,6.75,8.25,3.6,N1,Tiếng Anh
5483,64005503,5.8,6.75,,,,,5.75,8.5,4.2,N1,Tiếng Anh
5484,64005504,,6.25,,,,,3.25,7.25,1.8,N1,Tiếng Anh
5485,64005505,3.6,7.5,,,,,7.75,8.5,2.4,N1,Tiếng Anh
5486,64005506,7.8,8.5,5.25,5.75,5.5,,,,5.6,N1,Tiếng Anh
5487,64005507,,,8.5,,8.5,,,,6.2,N1,Tiếng Anh
5488,64005508,6.2,7.25,,,,4.5,,7.25,3.2,N1,Tiếng Anh
5489,64005509,7.2,8.75,,,,7.75,7.25,8.25,5.2,N1,Tiếng Anh
5490,64005510,4.2,5.75,,,,6.25,,7.75,,N1,Tiếng Anh
5491,64005511,,7.5,,,,,,,3.6,N1,Tiếng Anh
5492,64005512,3.6,6.25,,,,5.5,6.75,8.5,2.6,N1,Tiếng Anh
5493,64005513,,5.75,,,,,5.75,8.5,,N1,Tiếng Anh
5494,64005514,5.2,5.5,4.25,4.25,6.75,,,,3.2,N1,Tiếng Anh
5495,64005515,2.8,3.5,,,,,7.25,5.5,,N1,Tiếng Anh
5496,64005516,4.8,6.5,,,,6.75,6.75,7.25,4.8,N1,Tiếng Anh
5497,64005517,,6.75,5.75,6.75,7.25,,,,4.8,N1,Tiếng Anh
5498,64005518,,,8.25,7.25,8.5,,,,7.2,N1,Tiếng Anh
5499,64005519,,6.25,3.25,,5.5,,,,2.6,N1,Tiếng Anh
5500,64005520,5.8,5.25,4.5,,2.5,,,,,N1,Tiếng Anh
5501,64005521,1.8,,,,,4.25,4.25,,,N1,Tiếng Anh
5502,64005522,3.8,,,,,4.5,6.75,,3.4,N1,Tiếng Anh
5503,64005523,3.2,5.75,,,,,5.75,7.75,2.8,N1,Tiếng Anh
5504,64005524,4.4,6.5,,,,5.5,,6.75,,N1,Tiếng Anh
5505,64005525,5.8,5.25,,,,3.75,,6.5,4.8,N1,Tiếng Anh
5506,64005526,,6.5,,,,5.25,6.5,9.25,4.4,N1,Tiếng Anh
5507,64005527,6.2,,6.75,,6.25,,,,,N1,Tiếng Anh
5508,64005528,,8.5,7.25,,6.75,,,,,N1,Tiếng Anh
5509,64005529,7.4,6.5,,,,,7.75,8.75,3.2,N1,Tiếng Anh
5510,64005530,5.8,,,,,4.75,4.5,7.5,3.4,N1,Tiếng Anh
5511,64005531,,5.75,,,,,,,4.4,N1,Tiếng Anh
5512,64005532,,6.75,,,,6.5,,8.75,3.8,N1,Tiếng Anh
5513,64005533,5.6,6.25,,,,,,7.5,2.8,N1,Tiếng Anh
5514,64005534,4.4,6.25,,4.25,3.75,,,,,N1,Tiếng Anh
5515,64005535,5.2,7.25,,,,,5.75,7.75,,N1,Tiếng Anh
5516,64005536,6.2,7.5,,,,4.75,,8.5,3.2,N1,Tiếng Anh
5517,64005537,,6.5,,,,4.5,5.25,,3.4,N1,Tiếng Anh
5518,64005538,,5.5,,,,,7.5,,4.4,N1,Tiếng Anh
5519,64005539,,,,,,,5.5,8.25,,N1,Tiếng Anh
5520,64005540,6.8,,,,,7.5,6.25,9.5,7.4,N1,Tiếng Anh
5521,64005541,7.4,7.75,7.75,,7.5,,,,4.8,N1,Tiếng Anh
5522,64005542,6.4,,5.25,,7.5,,,,3.8,N1,Tiếng Anh
5523,64005543,3.2,6.25,,,,5.25,4.25,6.75,3.8,N1,Tiếng Anh
5524,64005544,4.8,,,,,4.25,,7.75,3.4,N1,Tiếng Anh
5525,64005545,5.2,7.25,6.75,,5.5,,,,4.4,N1,Tiếng Anh
5526,64005546,5.8,,,,,6.25,,9.75,5.8,N1,Tiếng Anh
5527,64005547,,,,,,7.25,7.75,9.75,3.8,N1,Tiếng Anh
5528,64005548,3.8,,,,,4.25,4.25,7.25,3.2,N1,Tiếng Anh
5529,64005549,5.2,8.25,,6.25,,,,,5.2,N1,Tiếng Anh
5530,64005550,6.6,7.5,,,,5.25,5.25,9.25,7.4,N1,Tiếng Anh
5531,64005551,7.8,7.25,6.75,,8.25,,,,5.2,N1,Tiếng Anh
5532,64005552,5.2,6.25,4.25,5.75,6.75,,,,,N1,Tiếng Anh
5533,64005553,6.2,5.75,,,,5.75,6.75,,3.6,N1,Tiếng Anh
5534,64005554,3.4,6.25,,,,4.75,4.5,,,N1,Tiếng Anh
5535,64005555,3.6,,,,,4.5,,6.75,,N1,Tiếng Anh
5536,64005556,4.2,5.75,,,,4.75,,6.25,2.4,N1,Tiếng Anh
5537,64005557,3.4,5.5,,,,2.5,4.5,6.25,2.8,N1,Tiếng Anh
5538,64005558,6.8,7.5,,,,4.25,,,,N1,Tiếng Anh
5539,64005559,4.4,5.5,,,,,6.25,,3.6,N1,Tiếng Anh
5540,64005560,6.6,,,,,6.5,,8.5,4.6,N1,Tiếng Anh
5541,64005561,6.4,8.75,,,,7.25,,9.5,2.8,N1,Tiếng Anh
5542,64005562,,6.75,,,6.5,,,,5.2,N1,Tiếng Anh
5543,64005563,7.2,,7.75,7.5,7.25,,,,4.6,N1,Tiếng Anh
5544,64005564,4.8,,5.5,,,,,,4.4,N1,Tiếng Anh
5545,64005565,6.6,,,,,7.75,,,3.4,N1,Tiếng Anh
5546,64005566,7.4,7.25,,,,7.75,7.5,9.5,3.8,N1,Tiếng Anh
5547,64005567,5.6,,,,,5.75,5.75,7.5,5.2,N1,Tiếng Anh
5548,64005568,5.6,7.25,,2.75,,,,,,N1,Tiếng Anh
5549,64005569,,,,7.5,5.5,,,,5.4,N1,Tiếng Anh
5550,64005570,5.2,5.5,4.75,3.5,,,,,4.2,N1,Tiếng Anh
5551,64005571,5.6,6.75,,,,,5.25,,,N1,Tiếng Anh
5552,64005572,7.2,7.5,,,,,7.75,9.25,4.2,N1,Tiếng Anh
5553,64005573,,,,,,,,,,N1,Tiếng Anh
5554,64005574,5.2,6.5,4.5,4.5,5.25,,,,3.8,N1,Tiếng Anh
5555,64005575,6.2,8.25,,,,6.5,,8.75,2.4,N1,Tiếng Anh
5556,64005576,,8.25,,,,8.25,6.75,7.75,,N1,Tiếng Anh
5557,64005577,7.4,7.5,,7.25,,,,,6.4,N1,Tiếng Anh
5558,64005578,6.8,,,,,6.75,,8.75,5.8,N1,Tiếng Anh
5559,64005579,7.2,7.25,,,,5.75,,8.25,,N1,Tiếng Anh
5560,64005580,,8.25,,,,7.5,6.5,9.25,7.4,N1,Tiếng Anh
5561,64005581,6.6,6.75,,,,4.75,5.25,6.75,,N1,Tiếng Anh
5562,64005582,5.2,,,,,6.25,6.25,8.75,,N1,Tiếng Anh
5563,64005583,,,4.5,4.75,,,,,,N1,Tiếng Anh
5564,64005584,,,7.5,6.75,7.75,,,,,N1,Tiếng Anh
5565,64005585,6.8,7.75,6.25,6.75,7.5,,,,6.2,N1,Tiếng Anh
5566,64005586,3.8,,,,,5.5,,6.5,,N1,Tiếng Anh
5567,64005587,5.4,,,,,6.5,6.5,,3.8,N1,Tiếng Anh
5568,64005588,5.4,5.75,,,,5.5,6.25,8.5,4.2,N1,Tiếng Anh
5569,64005589,6.4,7.25,,,,6.75,6.25,8.25,2.8,N1,Tiếng Anh
5570,64005590,7.2,6.5,,7.5,7.25,,,,4.4,N1,Tiếng Anh
5571,64005591,6.8,7.5,,,,5.25,5.5,,4.6,N1,Tiếng Anh
5572,64005592,3.6,6.5,,,,4.5,4.5,5.75,,N1,Tiếng Anh
5573,64005593,7.4,7.75,,,,8.5,6.75,9.75,5.6,N1,Tiếng Anh
5574,64005594,6.2,7.5,,,,5.5,,,4.4,N1,Tiếng Anh
5575,64005595,5.2,7.75,,,,4.75,,,,N1,Tiếng Anh
5576,64005596,,7.25,,,,4.75,,,3.2,N1,Tiếng Anh
5577,64005597,5.8,5.75,2.75,4.25,4.5,,,,2.8,N1,Tiếng Anh
5578,64005598,4.8,7.25,,,,4.25,4.25,,1.6,N1,Tiếng Anh
5579,64005599,6.8,6.5,6.75,5.75,5.25,,,,2.4,N1,Tiếng Anh
5580,64005600,4.8,6.75,,,,6.5,6.5,9.25,2.6,N1,Tiếng Anh
5581,64005601,6.4,8.25,,,,,6.25,9.5,3.2,N1,Tiếng Anh
5582,64005602,6.8,,,7.25,7.5,,,,5.4,N1,Tiếng Anh
5583,64005603,,,,4.5,6.75,,,,5.4,N1,Tiếng Anh
5584,64005604,,,,,,8.75,8.5,9.75,5.2,N1,Tiếng Anh
5585,64005605,3.2,,,,,,,5.75,3.4,N1,Tiếng Anh
5586,64005606,4.2,,,,,7.75,6.25,8.75,2.8,N1,Tiếng Anh
5587,64005607,3.8,6.75,,,,7.25,6.5,8.25,,N1,Tiếng Anh
